code,name,industry,area,pe,outstanding,totals,esp,bvps,pb,timeToMarket,rev,profit,gpr,npr,tmpclose,pos2year,pos1year,pos6month,de2year,de1year,de6month,totalvalue,subvalue
930,中粮生化,农业综合,安徽,42.66,9.64,9.64,0.053,1.93,4.66,19990712,23.94,-30.97,14.2,2.68,8.98,0.01,0.01,0.01,0.4,0.4,0.27,86.57,86.57
600834,申通地铁,公共交通,上海,37.85,4.77,4.77,0.045,3.11,2.17,19940224,-2.76,-13.63,12.61,12.27,6.75,0.02,0.03,0.06,0.56,0.42,0.27,32.2,32.2
2799,环球印务,广告包装,陕西,72.34,0.77,1.5,0.047,3.51,3.88,20160608,13.83,16,20.99,5.86,13.6,0.05,0.09,0.18,0.68,0.54,0.27,20.4,10.47
600647,同达创业,综合类,上海,110.25,1.39,1.39,0.03,2.42,5.45,19930504,6.07,-66.52,66.22,28.07,13.17,0.01,0.05,0,0.76,0.46,0.27,18.31,18.31
600238,*ST椰岛,红黄药酒,海南,0,4.45,4.48,-0.26,1.43,4.27,20000120,-26,-1549.28,25.94,-39.93,6.11,0.14,0.23,0.38,0.58,0.43,0.27,27.37,27.19
600292,远达环保,环境保护,重庆,46.72,7.81,7.81,0.031,6.24,0.92,20001101,11.08,8.92,19.98,3.37,5.73,0.01,0.02,0.05,0.59,0.48,0.27,44.75,44.75
2286,保龄宝,食品,山东,52,3.29,3.69,0.039,4.15,1.94,20090828,3.07,1.21,14,3.69,8.04,0.02,0.04,0.06,0.54,0.35,0.27,29.67,26.45
600983,惠而浦,家用电器,安徽,17.96,5.33,7.66,0.075,5.15,1.05,20040727,-11.68,-33.94,24,3.4,5.4,0.02,0.03,0.07,0.59,0.43,0.27,41.36,28.78
2221,东华能源,石油贸易,江苏,10.98,15.04,16.5,0.207,4.81,1.89,20080306,55.45,58.44,6.93,3.75,9.1,0.02,0.03,0.04,0.41,0.31,0.27,150.15,136.86
2422,科伦药业,化学制药,四川,24.43,10.3,14.4,0.266,8.42,3.09,20100603,61.54,98.91,57.91,9.75,26,0.54,0.49,0.1,0.27,0.27,0.27,374.4,267.8
2430,杭氧股份,化工机械,浙江,20.02,9.5,9.65,0.162,4.95,2.62,20100610,22.53,304.61,23.65,9.56,13,0.52,0.3,0.13,0.27,0.27,0.27,125.45,123.5
600730,中国高科,综合类,北京,140.12,5.87,5.87,0.009,3.45,1.39,19960726,122.73,605.48,92.35,17.17,4.81,0.03,0.08,0.15,0.66,0.43,0.27,28.23,28.23
600243,青海华鼎,机床制造,青海,0,2.37,4.39,-0.068,3.93,1.24,20001120,-30.18,-155.97,21.05,-23.52,4.87,0,0,0.01,0.61,0.45,0.27,21.38,11.54
300092,科新机电,专用机械,四川,163.05,1.67,2.35,0.009,2.34,2.57,20100708,36.66,106.55,17.96,2.51,6,0.02,0.03,0.08,0.62,0.49,0.27,14.1,10.02
28,国药一致,医药商业,深圳,16.39,3.08,4.28,0.684,22.63,1.98,19930809,0.33,7.4,10.9,2.85,44.83,0.08,0.1,0.18,0.46,0.41,0.27,191.87,138.08
2287,奇正藏药,中成药,西藏,35.36,4.06,4.06,0.19,4.81,5.58,20090828,17.08,11.21,87.29,33.95,26.85,0,0,0,0.55,0.4,0.27,109.01,109.01
600180,瑞茂通,仓储物流,山东,8.71,10.16,10.16,0.256,5.37,1.66,19980703,115.34,-3.06,8.13,2.31,8.93,0.01,0.01,0.02,0.45,0.37,0.27,90.73,90.73
2311,海大集团,饲料,广东,75.53,15.44,15.82,0.07,4.16,4.61,20091127,32.82,73.92,9.93,1.39,19.21,0.43,0.14,0,0.27,0.27,0.27,303.9,296.6
698,沈阳化工,化工原料,辽宁,23.53,4.32,8.2,0.044,5.42,0.77,19970220,-32.52,-56,9.71,1.69,4.18,0.02,0.04,0.07,0.52,0.41,0.27,34.28,18.06
2548,金新农,饲料,深圳,37.51,3.11,3.81,0.049,4.35,1.69,20110218,-12.95,-46,14.83,2.52,7.35,0.02,0.04,0.07,0.56,0.39,0.27,28,22.86
300434,金石东方,化学制药,四川,23.29,1.12,2.23,0.215,11.5,1.74,20150424,745.72,960.54,69.25,18.45,20.06,0,0,0,0.56,0.34,0.27,44.73,22.47
601595,上海电影,影视音像,上海,32.1,1.06,3.74,0.114,5.73,2.56,20160817,18.5,-10.45,25.38,14.27,14.66,0,0,0,0.72,0.42,0.27,54.83,15.54
601678,滨化股份,化工原料,山东,9.62,15.44,15.44,0.298,3.83,1.5,20100223,9.88,27.38,29.63,13.65,5.74,0.49,0.08,0.03,0.27,0.27,0.27,88.63,88.63
430,张家界,旅游景点,湖南,64.53,3.32,4.05,0.05,3.89,1.65,19960829,-16.87,-47.9,33.52,10.57,6.42,0.01,0.01,0.02,0.5,0.42,0.27,26,21.31
601877,正泰电器,电气设备,浙江,13.05,17.37,21.51,0.829,9.39,2.3,20100121,20.16,41.87,29.44,14.98,21.62,0.36,0.3,0.12,0.27,0.27,0.27,465.05,375.54
600229,城市传媒,出版业,山东,15.31,4.3,7.02,0.113,3.41,2.03,20000309,7.12,22.54,40.74,16.26,6.94,0.04,0.07,0.08,0.44,0.28,0.27,48.72,29.84
600741,华域汽车,汽车配件,上海,5.33,28.67,31.53,0.923,13.92,1.41,19960826,18.37,90.45,13.06,7.23,19.67,0.39,0.03,0,0.31,0.31,0.27,620.2,563.94
300295,三六五网,互联网,江苏,33.45,1.77,1.93,0.099,5.84,2.26,20120315,7.3,15.24,95.31,18.26,13.2,0.07,0.11,0.26,0.62,0.5,0.27,25.48,23.36
2197,证通电子,电器仪表,深圳,61.79,4.35,5.15,0.065,5.39,1.5,20071218,-14.4,262.45,30.03,5.24,8.08,0.02,0.04,0.07,0.6,0.4,0.27,41.61,35.15
300512,中亚股份,专用机械,浙江,24.08,0.78,2.7,0.153,5.35,2.76,20160526,11.7,12.78,46.52,27.44,14.77,0.02,0.11,0.05,0.7,0.3,0.27,39.88,11.52
600693,东百集团,百货,福建,41.69,8.97,8.98,0.033,2.42,2.25,19931122,-20.63,-2.94,27.46,4.33,5.45,0.01,0.01,0.04,0.61,0.54,0.27,48.94,48.89
300489,中飞股份,铝,黑龙江,97.26,0.72,0.91,0.034,5.18,2.59,20150701,-24.08,26.8,39.78,11.25,13.41,0,0.01,0.02,0.71,0.47,0.27,12.2,9.66
600089,特变电工,电气设备,新疆,12.13,37.14,37.15,0.135,7.63,0.86,19970618,-1.97,-18.41,23.15,6.26,6.55,0.02,0.02,0.04,0.42,0.4,0.27,243.33,243.27
603599,广信股份,农药化肥,安徽,13.04,3.72,4.65,0.242,9.14,1.38,20150513,53.11,56.56,33.34,14.83,12.62,0.01,0.01,0.03,0.38,0.38,0.27,58.68,46.95
937,冀中能源,煤炭开采,河北,12.09,29.07,35.34,0.171,5.61,0.74,19990909,5.45,6.07,25.46,5.61,4.14,0.04,0.05,0.1,0.53,0.43,0.27,146.31,120.35
300102,乾照光电,半导体,福建,24.07,6.82,7.16,0.066,3.86,1.65,20100812,-16.8,13.81,36.32,21.22,6.36,0.09,0.09,0.15,0.4,0.4,0.27,45.54,43.38
600518,康美药业,中成药,广东,17.74,44.03,49.74,0.286,6.14,3.31,20010319,27.68,33.28,29.19,15.58,20.3,0.39,0.07,0,0.27,0.27,0.27,1009.72,893.81
603737,三棵树,染料涂料,福建,48.93,0.42,1.33,0.445,8.57,5.08,20160603,31.59,46.27,41.06,4.46,43.51,0.16,0.23,0.23,0.35,0.27,0.27,57.87,18.27
601519,大智慧,软件服务,上海,1393.87,19.88,19.88,0.001,0.68,5.51,20110128,-12.04,101.75,55.28,1.05,3.75,0.02,0.05,0.07,0.58,0.33,0.27,74.55,74.55
2216,三全食品,食品,河南,31.83,5.72,8.12,0.101,2.55,2.52,20080220,8.35,12.83,34.83,2.67,6.44,0,0,0,0.47,0.34,0.27,52.29,36.84
600639,浦东金桥,园区开发,上海,15.59,8.5,11.22,0.184,7.98,1.44,19930326,-4.82,2.79,75.99,48.9,11.48,0.02,0.02,0.03,0.44,0.38,0.27,128.81,97.58
2008,大族激光,电器仪表,深圳,32.18,9.93,10.67,0.342,7.7,5.71,20040625,11.2,140.73,40.58,21.54,43.97,0.59,0.38,0.2,0.27,0.27,0.27,469.16,436.62
2024,苏宁易购,电器连锁,江苏,247.95,58.47,93.1,0.012,8.48,1.4,20040721,32.76,42.15,16.37,0.22,11.85,0.31,0.08,0,0.27,0.27,0.27,1103.24,692.87
600372,中航电子,航空,北京,0,17.59,17.59,-0.034,4.02,3.02,20010706,-0.83,-128.39,28.67,-6.6,12.11,0.11,0.18,0.19,0.41,0.28,0.27,213.01,213.01
596,古井贡酒,白酒,安徽,15.91,3.84,5.04,1.154,13.94,5.26,19960927,17.8,42.5,79.73,22.7,73.41,0.56,0.48,0.38,0.27,0.27,0.27,369.99,281.89
601008,连云港,港口,江苏,202.03,10.15,10.15,0.004,3.16,1.07,20070426,4.16,-12.23,25.75,1.38,3.38,0.02,0.03,0.08,0.63,0.49,0.27,34.31,34.31
858,五 粮 液,白酒,四川,12.11,37.96,38.82,1.31,15.36,4.04,19980427,36.8,38.35,73.19,35.77,62.03,0.53,0.28,0.06,0.31,0.31,0.27,2408,2354.66
600559,老白干酒,白酒,河北,38.8,4.9,6.66,0.23,3.82,4.46,20021029,31.78,208.01,62.64,10.03,17.04,0.11,0.08,0.14,0.4,0.4,0.27,113.49,83.5
600301,ST南化,化工原料,广西,0,2.35,2.35,-0.054,1,5.01,20000712,199.14,-35.6,3.15,-19.08,4.99,0.02,0.04,0.1,0.64,0.49,0.27,11.73,11.73
600466,蓝光发展,区域地产,四川,13.61,29.73,29.84,0.101,5.28,1.04,20010212,0.62,152.79,32.16,9.07,5.5,0.08,0.08,0.15,0.41,0.41,0.26,164.12,163.52
600589,广东榕泰,塑料,广东,23.63,6.62,7.05,0.046,4.4,0.99,20010612,14.42,12.28,24.13,9.13,4.38,0.03,0.06,0.11,0.57,0.41,0.26,30.88,29
600221,海航控股,空运,海南,6.72,164.36,168.06,0.08,3.19,0.67,19991125,15.62,60.17,13.39,7.96,2.14,0,0,0,0.38,0.35,0.26,359.65,351.73
600283,钱江水利,水务,浙江,32.1,3.53,3.53,0.168,5.34,2.02,20001018,14.91,90.32,40.77,11.84,10.77,0.11,0.07,0.07,0.26,0.26,0.26,38.02,38.02
2405,四维图新,软件服务,北京,89.34,10.34,13.09,0.06,5.23,3.83,20100518,23.35,46.27,76.8,16.19,20.01,0.22,0.17,0.26,0.39,0.39,0.26,261.93,206.9
601608,XD中信重,专用机械,河南,2760.32,43,43.39,0,1.65,1.67,20120706,-18.3,146.67,25.24,0.12,2.75,0.06,0.08,0.19,0.58,0.49,0.26,119.32,118.25
2004,华邦健康,化学制药,重庆,26.58,17.28,20.35,0.047,4.7,1.07,20040625,33.23,-33.76,35.57,3.56,5.02,0.01,0.01,0.02,0.47,0.35,0.26,102.16,86.75
2444,巨星科技,轻工机械,浙江,22.38,10.12,10.75,0.108,5.62,1.73,20100713,18.45,10.04,32.28,13.16,9.7,0.02,0.03,0.05,0.48,0.43,0.26,104.28,98.16
2700,新疆浩源,供气供热,新疆,61.1,3.13,4.22,0.075,2.32,3.97,20120921,5.15,-13.01,33.72,18.34,9.2,0.27,0.45,0.45,0.43,0.26,0.26,38.82,28.8
600108,亚盛集团,农业综合,甘肃,55.44,19.47,19.47,0.013,2.43,1.21,19970818,36.33,32.09,23.78,5.07,2.93,0.03,0.05,0.09,0.52,0.42,0.26,57.05,57.05
600884,杉杉股份,综合类,浙江,32.4,8.22,11.23,0.133,10.06,1.72,19960130,17.94,79.54,26.2,8.26,17.29,0.37,0.22,0.14,0.33,0.33,0.26,194.17,142.12
407,胜利股份,供气供热,山东,32.44,7.38,8.8,0.037,2.51,1.94,19960703,36.15,36.1,17.2,3.16,4.86,0.11,0.2,0.35,0.6,0.44,0.26,42.77,35.87
300497,富祥股份,化学制药,江西,15.73,1.23,2.25,0.588,4.69,3.94,20151222,31.06,30.55,39.69,21.23,18.49,0.07,0.24,0.17,0.59,0.26,0.26,41.6,22.74
2350,北京科锐,电气设备,北京,41.46,4.83,5,0.08,3.53,1.78,20100203,25.88,173.12,25.21,3.38,6.28,0.03,0.04,0.12,0.65,0.55,0.26,31.4,30.33
603698,航天工程,专用机械,北京,33.82,4.12,4.12,0.109,6.15,2.4,20150128,-11.37,41.29,53,32.45,14.74,0.02,0.04,0.07,0.54,0.4,0.26,60.73,60.73
2206,海 利 得,化纤,浙江,14.59,9.14,12.23,0.15,2.49,1.76,20080123,17.57,8.9,22.86,10.44,4.39,0,0,0,0.45,0.39,0.26,53.69,40.12
600993,马应龙,中成药,湖北,23.62,4.3,4.31,0.158,5.24,2.86,20040517,28.69,-21.2,47.24,13.76,14.97,0,0,0,0.39,0.39,0.26,64.52,64.37
603936,博敏电子,元器件,广东,62.55,0.56,2.15,0.09,6.01,3.05,20151209,25,31.19,16.76,3.65,18.33,0.05,0.12,0.17,0.57,0.36,0.26,39.41,10.26
507,珠海港,港口,广东,77.56,7.72,7.9,0.026,3.5,2.34,19930326,-1.83,36.39,28.44,5.4,8.18,0.31,0.15,0.13,0.4,0.28,0.26,64.62,63.15
2484,江海股份,元器件,江苏,38.84,7.6,8.15,0.041,3.86,1.64,20100929,22.05,13.75,23.96,8.12,6.33,0.02,0.03,0.07,0.53,0.43,0.26,51.59,48.11
2494,华斯股份,服饰,河北,235.05,2.95,3.86,0.007,4.96,1.27,20101102,-13.75,-71.39,33.05,2.39,6.28,0,0.01,0.03,0.66,0.55,0.26,24.24,18.53
2659,凯文教育,文教休闲,江苏,0,3.11,4.99,-0.104,4.32,2.66,20120309,-61.35,-104.15,-22.9,-57.82,11.5,0.06,0.14,0,0.5,0.29,0.26,57.39,35.77
2435,长江润发,化学制药,江苏,19.98,3.12,8.34,0.095,6.48,1.17,20100618,95.32,17.24,64.59,7.77,7.56,0,0,0,0.45,0.32,0.26,63.05,23.59
37,深南电A,火力发电,深圳,57.54,3.39,6.03,0.05,3.3,1.74,19940701,23.69,232.63,10.19,2.78,5.73,0.05,0.09,0.06,0.55,0.39,0.26,34.55,19.42
529,广弘控股,食品,广东,29.04,5.7,5.84,0.044,2.39,2.13,19931118,-38.88,10.9,18.01,7.58,5.1,0,0.01,0.02,0.58,0.42,0.26,29.78,29.07
300106,西部牧业,农业综合,新疆,0,2.1,2.11,-0.169,2.75,1.92,20100820,-4.66,-103.18,-2.53,-24.31,5.27,0.01,0.03,0.08,0.73,0.53,0.26,11.12,11.07
600114,东睦股份,机械基件,浙江,13.66,6.34,6.46,0.32,4.16,2.04,20040511,22.48,33.11,35,19.39,8.48,0,0,0,0.35,0.35,0.26,54.78,53.76
300449,汉邦高科,电脑设备,北京,0,1,1.69,-0.09,7.61,2.15,20150422,-33.15,10.65,22.43,-32.9,16.32,0.03,0.06,0.13,0.66,0.44,0.26,27.58,16.32
2668,奥马电器,家用电器,广东,36.42,6.54,10.84,0.081,3.31,3.56,20120416,36.19,82.06,29.99,5.22,11.791,0.17,0.21,0,0.32,0.26,0.26,127.81,77.11
600111,北方稀土,小金属,内蒙,85.15,36.33,36.33,0.03,2.46,4.16,19970924,56.53,46.41,15.34,3.61,10.22,0,0,0.01,0.49,0.48,0.26,371.29,371.29
2063,远光软件,软件服务,广东,35.06,7.49,8.5,0.09,2.5,2.51,20060823,11.17,2.44,67.88,13.06,6.28,0.15,0.19,0.26,0.42,0.36,0.26,53.38,47.04
300206,理邦仪器,医疗保健,深圳,33.62,3.44,5.85,0.044,2.1,2.8,20110421,17.05,0.36,54.81,10.96,5.88,0.04,0.04,0.08,0.47,0.42,0.26,34.4,20.23
554,泰山石油,石油贸易,山东,3389.33,3.63,4.81,0,1.91,3.11,19931215,2.65,41.27,8.8,0.03,5.93,0.05,0.07,0.15,0.54,0.47,0.26,28.52,21.53
2765,蓝黛传动,汽车配件,重庆,27.04,2.55,4.29,0.062,2.95,2.26,20150612,-1.47,-3.66,23.47,9.15,6.66,0,0,0,0.59,0.46,0.26,28.57,16.98
2304,洋河股份,白酒,江苏,11.76,12.42,15.07,2.306,21.88,4.96,20091106,25.68,26.69,74.79,36.44,108.5,0.55,0.39,0.2,0.26,0.26,0.26,1635.1,1347.57
601099,太平洋,证券,云南,742.95,64.79,68.16,0.001,1.73,1.32,20071228,112.54,105.55,0,1.55,2.29,0.01,0.02,0.05,0.64,0.47,0.26,156.09,148.37
600252,中恒集团,中成药,广西,22.09,34.75,34.75,0.034,1.63,1.84,20001130,62.75,-19.31,88.08,17.63,2.99,0.03,0.05,0.06,0.4,0.32,0.26,103.9,103.9
600658,电子城,园区开发,北京,13.88,11.19,11.19,0.095,5.77,0.91,19930524,229.53,438.89,62.69,25.81,5.25,0.03,0.05,0.09,0.5,0.37,0.26,58.75,58.75
600691,阳煤化工,农药化肥,山西,29.69,17.56,17.57,0.023,2.2,1.23,19931119,6.58,85.95,11.33,0.78,2.72,0.07,0.02,0.03,0.35,0.31,0.26,47.79,47.76
603883,老百姓,医药商业,湖南,33.86,2.67,2.85,0.458,10.62,5.84,20150423,27.9,15.19,36.25,5.9,62.05,0.5,0.41,0.16,0.26,0.26,0.26,176.84,165.67
300204,舒泰神,生物制药,北京,22.24,4.67,4.77,0.11,4.47,2.32,20110415,-17.17,-18.34,92.25,20.34,10.37,0.03,0.05,0.07,0.47,0.35,0.26,49.46,48.43
600869,智慧能源,电气设备,青海,22.85,21.78,22.19,0.1,2.44,1.87,19950206,3.76,106.42,15.07,2.72,4.57,0,0,0,0.53,0.4,0.26,101.41,99.53
300121,阳谷华泰,化工原料,山东,10.03,3.57,3.75,0.67,4.15,2.84,20100917,43.9,172.33,35.64,20.9,11.78,0.19,0.22,0,0.34,0.26,0.26,44.18,42.05
300191,潜能恒信,石油开采,北京,347.46,2.07,3.2,0.013,3.61,5,20110316,643.4,145.07,65,12.32,18.06,0.06,0.13,0.2,0.58,0.37,0.26,57.79,37.38
601369,陕鼓动力,机械基件,陕西,32.9,16.39,16.39,0.049,3.76,1.7,20100428,35.9,39.6,25.69,7.45,6.4,0.17,0.17,0.17,0.26,0.26,0.26,104.9,104.9
2736,国信证券,证券,深圳,23.01,82,82,0.08,5.82,1.43,20141229,-10.19,-28.97,0,31.63,8.3,0.01,0.02,0.03,0.53,0.42,0.26,680.6,680.6
750,国海证券,证券,广西,25.68,42.16,42.16,0.033,3.29,1.04,19970709,-20.33,-36.24,0,23.84,3.41,0.01,0.02,0.04,0.56,0.45,0.26,143.77,143.77
600103,青山纸业,造纸,福建,25.63,10.62,17.74,0.029,1.89,1.55,19970703,9.53,117.85,21.19,7.58,2.93,0.04,0.07,0.14,0.59,0.44,0.26,51.98,31.12
600330,天通股份,元器件,浙江,20.17,9.97,9.97,0.163,3.85,1.71,20010118,21.17,61.31,28.07,13.11,6.56,0.06,0.09,0.13,0.44,0.35,0.26,65.4,65.4
1979,招商蛇口,全国地产,深圳,5.87,19,79.04,0.731,9.43,1.82,20151230,32.04,172.31,49.45,63.06,17.15,0.21,0.1,0.15,0.36,0.36,0.26,1355.54,325.85
600598,北大荒,种植业,黑龙江,14.24,17.78,17.78,0.162,3.55,2.6,20020329,11.53,18.24,86.77,41.76,9.21,0.06,0.06,0.06,0.27,0.27,0.26,163.75,163.75
600220,江苏阳光,纺织,江苏,0,17.83,17.83,-0.007,1.14,1.9,19990927,10.72,-1204.34,19.11,-3.1,2.17,0.05,0.07,0.16,0.54,0.44,0.26,38.69,38.69
2436,兴森科技,元器件,深圳,33.22,11.99,14.88,0.065,1.64,2.62,20100618,1.87,-8.9,30.2,5.68,4.29,0,0,0,0.54,0.35,0.26,63.84,51.44
600223,鲁商置业,区域地产,山东,32.41,10.01,10.01,0.022,2.35,1.19,20000113,1.16,10.66,20.16,2.82,2.8,0.06,0.08,0.16,0.53,0.45,0.26,28.03,28.03
600048,保利地产,全国地产,广东,10.25,117.36,118.58,0.549,8.81,1.28,20060731,9.28,15.13,35.39,10.93,11.25,0.28,0.17,0.16,0.38,0.38,0.26,1334.03,1320.3
300184,力源信息,元器件,湖北,14.56,3.1,6.59,0.327,6.69,1.42,20110222,43.74,40.32,7.67,4.19,9.52,0,0.01,0.01,0.52,0.35,0.26,62.74,29.51
600167,联美控股,供气供热,辽宁,6.97,8.22,17.6,0.338,4.37,2.15,19990128,14.95,31.71,59.68,49.46,9.42,0.25,0.01,0.01,0.35,0.35,0.26,165.79,77.43
975,银泰资源,铅锌,内蒙,37.19,12.29,19.83,0.059,4.18,2.09,20000608,202.27,1140.42,28.52,13.74,8.73,0.05,0.05,0.05,0.29,0.26,0.26,173.12,107.29
2339,积成电子,电气设备,山东,0,3.03,3.94,-0.133,4.3,1.59,20100122,86.09,-2.37,35.14,-27.5,6.86,0,0.01,0.03,0.69,0.46,0.26,27.03,20.79
600998,九州通,医药商业,湖北,31.58,16.6,18.78,0.12,7.65,1.95,20101102,18.05,19.2,7.78,1,14.9,0,0,0,0.37,0.33,0.26,279.82,247.34
600977,中国电影,影视音像,北京,17.89,5.65,18.67,0.182,5.72,2.28,20160809,21.54,17.96,28.18,15.47,13.03,0,0.02,0.03,0.65,0.27,0.26,243.27,73.62
600843,上工申贝,纺织机械,上海,23.97,3.05,5.49,0.083,3.97,2,19940311,-3.38,-24.65,31.49,6.49,7.95,0.02,0.03,0.07,0.61,0.44,0.26,43.65,24.25
300458,全志科技,元器件,广东,0,2.34,3.31,-0.039,6.06,3.59,20150515,63.87,-74.38,29.86,-4.37,21.75,0.14,0.26,0.4,0.6,0.4,0.26,71.99,50.9
2253,川大智胜,软件服务,四川,118.66,2.09,2.26,0.032,5.85,2.59,20080623,-10.66,49,36.15,18.57,15.14,0.08,0.11,0.23,0.55,0.45,0.26,34.22,31.64
2678,珠江钢琴,文教休闲,广东,42.37,12.41,13.58,0.038,2.39,2.66,20120530,12.73,6.21,33.54,10.64,6.36,0.04,0.07,0.12,0.54,0.36,0.26,86.37,78.93
401,冀东水泥,水泥,河北,14.76,13.47,13.48,0.383,7.65,1.48,19960614,19.54,562.8,35.13,6.59,11.3,0.18,0.29,0.43,0.54,0.39,0.26,152.32,152.21
600557,康缘药业,中成药,江苏,17.43,5.99,6.16,0.153,5.81,1.84,20020918,16.46,8.95,75.92,10.56,10.7,0.02,0.03,0.04,0.44,0.34,0.26,65.91,64.09
2223,鱼跃医疗,医疗保健,江苏,19.29,8.55,10.02,0.469,5.2,3.48,20080418,19.44,18.04,40.24,21.14,18.09,0.1,0.1,0.1,0.26,0.26,0.26,181.26,154.67
600097,开创国际,渔业,上海,74.36,2.03,2.41,0.073,6.23,1.74,19970619,17.63,164.85,32.77,1.88,10.85,0.05,0.1,0.19,0.63,0.41,0.26,26.15,22.03
300321,同大股份,塑料,山东,1048.81,0.83,0.89,0.003,6.68,2.03,20120523,-1.88,-92.85,17.75,0.29,13.54,0.01,0.01,0.03,0.68,0.48,0.26,12.05,11.24
300332,天壕环境,环境保护,北京,0,6.27,8.8,-0.019,3.94,1.13,20120628,12.89,-678.16,19.13,-4.14,4.45,0.02,0.03,0.08,0.64,0.5,0.26,39.16,27.9
2773,康弘药业,中成药,四川,37.48,4.75,6.74,0.306,5.57,8.23,20150626,9.03,35.88,91.79,29.43,45.8,0.14,0.07,0.1,0.34,0.34,0.26,308.69,217.55
2341,新纶科技,化工原料,深圳,41.79,6.25,11.51,0.15,4.34,2.62,20100122,66.26,111.61,27.46,10.42,11.36,0.45,0.26,0.23,0.26,0.26,0.26,130.75,71
600320,振华重工,工程机械,上海,53.57,33.22,52.68,0.016,2.86,1.19,20001221,11.04,25.95,18.13,1.78,3.4,0.04,0.04,0.06,0.34,0.34,0.26,179.11,112.95
2687,乔治白,服饰,浙江,41.92,3.19,3.55,0.031,2.89,1.83,20120713,23.84,26.72,46.75,6.01,5.28,0.02,0.05,0.1,0.63,0.41,0.26,18.74,16.84
300461,田中精机,专用机械,浙江,208.86,0.93,1.25,0.03,2.88,8.64,20150519,31.4,-52.76,36.17,3.08,24.86,0.06,0.06,0.1,0.48,0.47,0.26,31.08,23.12
600679,上海凤凰,文教休闲,上海,264.86,1.91,4.02,0.013,3.32,4.03,19931008,-42.75,-51.39,16.27,3.1,13.39,0.12,0.27,0.48,0.69,0.46,0.26,53.83,25.57
2282,博深工具,轻工机械,河北,71.93,1.84,4.38,0.04,4.76,2.07,20090821,95.72,261.71,30.22,6.31,9.85,0.05,0.08,0.22,0.62,0.52,0.26,43.14,18.12
2727,一心堂,医药商业,云南,27.48,2.67,5.68,0.231,6.72,3.78,20140702,20.12,35.01,40.82,6.03,25.42,0.51,0.45,0.24,0.26,0.26,0.26,144.39,67.87
819,岳阳兴长,石油加工,湖南,70.28,2.71,2.71,0.035,2.53,3.91,19970625,11.8,214.71,7.82,2.08,9.9,0.07,0.15,0.29,0.67,0.49,0.26,26.83,26.83
600527,江南高纤,化纤,江苏,59.8,12.03,14.43,0.011,1.73,1.48,20031127,31.27,3.08,10.17,5.05,2.57,0.11,0.16,0.23,0.44,0.35,0.26,37.09,30.92
2689,远大智能,运输设备,辽宁,0,10.41,10.43,-0.049,1.36,2.46,20120717,5.2,-37.46,15.97,-35.03,3.35,0.03,0.06,0.13,0.58,0.45,0.26,34.94,34.87
2502,骅威文化,影视音像,广东,75.19,5.41,8.6,0.038,4.06,1.42,20101117,-80.65,-78.37,83.5,44.07,5.77,0,0,0,0.6,0.38,0.26,49.62,31.22
300183,东软载波,软件服务,山东,39.47,2.64,4.7,0.185,5.64,2.59,20110222,1.48,-33.82,48.94,21.5,14.63,0.13,0.2,0.18,0.46,0.34,0.26,68.76,38.62
600664,哈药股份,化学制药,黑龙江,13.29,24.93,25.45,0.15,2.41,1.57,19930629,-8.66,4.44,27.91,6.44,3.79,0,0,0,0.54,0.31,0.26,96.46,94.48
759,中百集团,超市连锁,湖北,4.89,6.81,6.81,0.674,5.02,1.31,19970519,1.6,237.05,21.96,5.87,6.59,0.11,0.11,0.21,0.42,0.42,0.26,44.88,44.88
600475,华光股份,专用机械,江苏,9.26,1.4,5.59,0.268,8.25,1.2,20030721,22.45,2.88,17.35,12.96,9.93,0,0,0,0.56,0.51,0.26,55.51,13.9
2520,日发精机,机床制造,浙江,48.44,5.3,5.54,0.035,3.19,2.15,20101210,11.4,34.9,29.73,7.4,6.85,0.02,0.04,0.07,0.55,0.35,0.26,37.95,36.31
600008,首创股份,环境保护,北京,54.8,48.21,48.21,0.018,1.7,2.31,20000427,19.66,-17.83,33.3,4.07,3.92,0,0,0,0.52,0.43,0.26,188.98,188.98
2603,以岭药业,中成药,河北,12.36,9.89,12.06,0.25,6.16,2.07,20110728,20.23,41.55,68.23,19.65,12.73,0.02,0.02,0.03,0.31,0.3,0.25,153.52,125.9
2574,明牌珠宝,服饰,浙江,19.26,5.28,5.28,0.069,6,0.89,20110422,12.26,72.61,8.56,2.91,5.32,0,0.01,0.03,0.67,0.43,0.25,28.09,28.09
2132,恒星科技,钢加工,河南,285.08,12.54,12.56,0.003,2.32,1.31,20070427,0.76,-89.13,14.98,0.51,3.05,0.02,0.02,0.05,0.55,0.49,0.25,38.31,38.25
617,中油资本,多元金融,山东,12.27,2.88,90.3,0.214,8.11,1.3,19961022,226.46,34.15,24.14,1421.7,10.52,0.02,0.04,0.07,0.54,0.4,0.25,949.96,30.3
600161,天坛生物,生物制药,北京,34.11,8.71,8.71,0.126,3.62,4.76,19980616,0.35,99.19,48.51,19.89,17.25,0,0,0.01,0.42,0.36,0.25,150.25,150.25
601021,春秋航空,空运,上海,17.84,8,9.17,0.46,13.43,2.23,20150121,25.63,27.12,15.44,11.93,30,0.02,0.03,0.03,0.38,0.28,0.25,275.1,240
